,Trehalose_1,Trehalose_2,Trehalose_b1,Trehalose_b2,Galactose,Galactose_b,Maltose,Maltose_b,Glucose,Glucose_b
YDR023W,0.000982413,0.001109781,0.001191971,0.00118808,0.001265497,0.001302048,0.001184967,0.001268994,0.00123842,0.001328978
YDR025W,0.002368111,0.002370548,0.002441648,0.002537906,0.004318063,0.004252036,0.004924644,0.005237213,0.005153409,0.005367678
YDR032C,0.001322607,0.001217006,0.001048645,0.001072858,0.000429758,0.000469625,0.000326558,0.000351715,0.00023591,0.000223444
YDR033W,6.96E-05,6.20E-05,6.51E-05,6.12E-05,0.000127,0.000127064,0.000108885,0.000121103,9.12E-05,0.000113226
YDR035W,0.000518767,0.000485034,0.00050675,0.000501427,0.000273401,0.00026984,0.000269018,0.000284056,0.000274984,0.000259477
YDR036C,0.000192708,0.00018458,0.000187072,0.000179143,0.000143419,0.000141873,9.77E-05,9.08E-05,5.56E-05,6.71E-05
YDR037W,0.001336252,0.001505127,0.001547334,0.001586492,0.001699279,0.001675287,0.001818413,0.001864156,0.001983369,0.001960871
YDR050C,0.006442858,0.006504029,0.006859865,0.006540337,0.00422734,0.004501877,0.008099466,0.008213614,0.008644876,0.008543684
YDR051C,3.70E-05,3.16E-05,3.45E-05,3.72E-05,3.40E-05,3.24E-05,2.63E-05,2.91E-05,2.62E-05,2.80E-05
YDR060W,7.32E-05,8.44E-05,7.62E-05,8.23E-05,8.18E-05,8.31E-05,8.81E-05,8.85E-05,9.58E-05,9.34E-05
YDR061W,4.95E-05,5.03E-05,5.47E-05,5.58E-05,6.04E-05,6.66E-05,4.23E-05,4.22E-05,3.13E-05,3.51E-05
YDR062W,6.64E-05,6.97E-05,7.14E-05,7.14E-05,8.66E-05,8.42E-05,7.05E-05,6.99E-05,7.35E-05,7.22E-05
YDR064W,0.001837688,0.0020585,0.001872282,0.001914404,0.003219391,0.003224946,0.003622717,0.003850232,0.003904925,0.003902987
YDR071C,0.000486607,0.000478639,0.000506183,0.000485419,0.000412903,0.000416187,0.000314318,0.000333347,0.000290019,0.000286197
YDR074W,0.000243162,0.000214131,0.000203221,0.000202077,0.000168618,0.000159175,0.000105001,0.00012959,4.30E-05,4.71E-05
YDR098C,4.92E-05,5.07E-05,5.27E-05,5.64E-05,7.40E-05,7.06E-05,5.66E-05,4.93E-05,4.97E-05,5.58E-05
YDR099W,0.000639333,0.000610666,0.000577711,0.000642851,0.000472389,0.000446185,0.000362048,0.000334731,0.000216449,0.000265928
YDR101C,0.000232098,0.000258474,0.000262098,0.000268488,0.000292815,0.000276581,0.000305095,0.000304223,0.00033266,0.000350816
YDR116C,4.31E-05,4.79E-05,5.22E-05,5.33E-05,7.36E-05,8.16E-05,5.54E-05,5.69E-05,2.81E-05,3.30E-05
YDR119W,3.58E-05,3.00E-05,3.30E-05,3.15E-05,3.49E-05,4.34E-05,4.09E-05,4.06E-05,4.54E-05,4.34E-05
YDR120C,5.60E-05,6.66E-05,7.01E-05,6.62E-05,0.000104709,0.000101476,9.91E-05,0.000100652,0.000112699,0.000112965
YDR127W,0.002149683,0.002206512,0.002393857,0.002270539,0.001960012,0.001962754,0.00220705,0.002187603,0.002701197,0.00272055
YDR129C,0.00072628,0.000688324,0.000671218,0.000684276,0.000781058,0.00079583,0.000547378,0.000571824,0.000474144,0.000450864
YDR135C,6.34E-05,5.55E-05,6.05E-05,6.57E-05,0.000100708,0.000106275,0.000115593,0.000112725,0.000113367,0.000110576
YDR141C,0.000102867,0.00010749,0.000103989,9.87E-05,9.94E-05,9.58E-05,7.15E-05,7.67E-05,8.20E-05,5.96E-05
YDR148C,0.000771265,0.000678623,0.000630612,0.000669691,0.000700679,0.000752296,0.000333247,0.00034936,0.000133004,0.000141598
YDR152W,3.13E-05,3.29E-05,3.79E-05,4.16E-05,3.89E-05,3.83E-05,3.44E-05,3.66E-05,3.71E-05,3.48E-05
YDR153C,3.30E-05,3.35E-05,3.39E-05,3.48E-05,4.17E-05,3.86E-05,3.26E-05,3.20E-05,3.34E-05,3.05E-05
YDR155C,0.003324286,0.002873615,0.002458578,0.002561398,0.002076433,0.00203926,0.00139593,0.001419684,0.000796264,0.00101902
YDR158W,0.002298762,0.002423446,0.002571133,0.002509753,0.001974447,0.001954265,0.002448921,0.002397426,0.002520904,0.002457382
YDR164C,2.25E-05,2.23E-05,2.33E-05,2.36E-05,2.18E-05,2.08E-05,1.57E-05,1.05E-05,1.78E-05,1.87E-05
YDR165W,4.10E-05,4.00E-05,4.82E-05,4.93E-05,5.95E-05,4.78E-05,6.05E-05,6.42E-05,6.86E-05,6.74E-05
YDR168W,0.000265423,0.00028215,0.00029516,0.000288247,0.000190506,0.000191686,0.000157419,0.000148133,0.000157353,0.000153952
YDR170C,9.79E-05,9.60E-05,9.91E-05,9.96E-05,0.000123043,0.000134537,0.000103973,0.000105335,0.000100143,0.000100019
YDR172W,0.000660199,0.000655103,0.000674472,0.000710574,0.000627463,0.000611537,0.000590009,0.000600705,0.000557412,0.000562866
YDR174W,6.89E-05,6.99E-05,6.86E-05,7.16E-05,9.93E-05,9.65E-05,9.04E-05,8.80E-05,8.06E-05,8.07E-05
YDR177W,0.000169247,0.000156345,0.000161618,0.000166546,0.000163386,0.000167282,0.000141955,0.000127748,0.000125822,0.000122612
YDR188W,0.000228388,0.000236896,0.000232606,0.000242141,0.000288237,0.000282763,0.000275911,0.000273861,0.000283997,0.000273329
YDR189W,0.00040443,0.000413297,0.000415405,0.000427141,0.000431518,0.000440584,0.000319455,0.00033535,0.000345494,0.000333456
YDR190C,0.000329324,0.000329396,0.00032088,0.000335615,0.000302178,0.000291863,0.00028024,0.000272467,0.000293787,0.000275164
YDR194C,0.000143678,0.000158863,0.000172487,0.000169084,0.000316029,0.000332418,0.000274502,0.000286658,0.000194182,0.000197342
YDR211W,5.53E-05,5.70E-05,5.44E-05,5.99E-05,7.85E-05,8.46E-05,7.66E-05,7.71E-05,8.43E-05,7.59E-05
YDR212W,0.000274669,0.000280129,0.000284418,0.000281814,0.000326071,0.000324466,0.000348093,0.00032581,0.000358199,0.000337461
YDR214W,0.000555779,0.000540904,0.000543973,0.000568746,0.000377758,0.000403341,0.00028232,0.000285454,0.000238077,0.000224972
YDR224C,0.001085561,0.000945959,0.000969794,0.000916869,0.00111585,0.000953752,0.000981164,0.001137669,0.000946549,0.000887749
YDR225W,0.000598822,0.000563604,0.00060359,0.00052633,0.000636085,0.000673833,0.00067964,0.000670229,0.000665819,0.000770232
YDR226W,0.000919314,0.000962777,0.00105488,0.001009183,0.000724476,0.000806634,0.000625364,0.000592291,0.000479833,0.000571923
YDR233C,0.000892701,0.000975882,0.001006414,0.000985587,0.0007023,0.000719214,0.000696592,0.000711895,0.000723057,0.000778652
YDR234W,0.000694602,0.000761054,0.000753269,0.000786486,0.000768863,0.000752411,0.000701703,0.000704474,0.000769854,0.000732992
YDR238C,0.000338554,0.000322724,0.000311647,0.000326915,0.000414667,0.00042841,0.000339045,0.000359718,0.000327655,0.00032416
YDR245W,2.71E-05,2.91E-05,2.62E-05,2.46E-05,3.42E-05,3.38E-05,3.56E-05,3.54E-05,3.20E-05,3.38E-05
YDR258C,0.001903367,0.001758565,0.001933132,0.001970551,0.000807342,0.000778922,0.000576414,0.000583168,0.000296584,0.000289424
YDR264C,2.18E-05,2.01E-05,2.31E-05,2.26E-05,3.08E-05,3.11E-05,2.28E-05,2.40E-05,2.23E-05,1.99E-05
YDR272W,0.000107758,0.000105847,0.000106194,9.47E-05,6.63E-05,6.46E-05,5.21E-05,4.75E-05,4.54E-05,4.46E-05
YDR280W,2.28E-05,2.26E-05,2.38E-05,2.35E-05,2.52E-05,2.28E-05,2.43E-05,2.53E-05,2.40E-05,2.37E-05
YDR289C,2.93E-05,3.15E-05,2.60E-05,3.20E-05,1.97E-05,1.92E-05,1.94E-05,1.91E-05,1.81E-05,1.52E-05
YDR292C,4.13E-05,2.81E-05,2.77E-05,4.73E-05,3.93E-05,4.03E-05,3.38E-05,1.53E-05,2.91E-05,3.36E-05
YDR293C,0.000345902,0.000353806,0.000345679,0.000349281,0.000314471,0.000308631,0.000215406,0.000227981,0.000192769,0.00019086
YDR294C,1.00E-04,9.88E-05,0.000101516,9.67E-05,7.07E-05,7.24E-05,5.85E-05,6.55E-05,4.84E-05,5.68E-05
YDR296W,2.33E-05,2.61E-05,2.93E-05,2.32E-05,4.31E-05,4.43E-05,3.34E-05,3.50E-05,2.18E-05,2.10E-05
YDR298C,0.000911334,0.000813618,0.00086688,0.000933325,0.001277223,0.001314293,0.000712529,0.000732587,0.000373817,0.0003904
YDR299W,4.44E-05,4.90E-05,4.43E-05,5.02E-05,5.20E-05,5.46E-05,5.99E-05,6.67E-05,6.82E-05,6.45E-05
YDR300C,5.65E-05,6.05E-05,6.48E-05,6.29E-05,7.13E-05,7.24E-05,6.65E-05,6.91E-05,6.78E-05,6.92E-05
YDR304C,0.000109005,0.000103788,0.000109148,9.94E-05,9.50E-05,0.000104425,0.000104333,0.00010119,9.05E-05,9.69E-05
YDR321W,5.46E-05,5.48E-05,5.06E-05,4.85E-05,0.000100951,0.000103364,0.000115024,0.000122511,0.000135284,0.000133274
YDR322C-A,0.000281195,0.000271816,0.000275324,0.000284463,0.000400909,0.000387918,0.000214942,0.000230439,0.00010366,0.000101347
YDR322W,5.20E-05,5.41E-05,5.55E-05,5.69E-05,9.55E-05,9.34E-05,7.59E-05,7.65E-05,4.57E-05,5.24E-05
YDR324C,6.99E-05,7.55E-05,7.37E-05,8.00E-05,8.98E-05,9.11E-05,9.42E-05,9.33E-05,0.000107986,0.000102693
YDR328C,9.39E-05,9.63E-05,0.000107611,8.01E-05,6.72E-05,5.19E-05,5.81E-05,6.88E-05,5.32E-05,5.20E-05
YDR335W,3.31E-05,3.66E-05,3.36E-05,3.55E-05,4.03E-05,4.17E-05,3.34E-05,3.78E-05,2.63E-05,2.72E-05
YDR341C,0.000997764,0.001070153,0.001130724,0.001118793,0.001137102,0.001143268,0.001091854,0.001070045,0.001162005,0.001157237
YDR343C,0.00130765,0.001171761,0.001253832,0.001215037,0.000225747,0.000241797,4.23E-05,4.06E-05,5.80E-06,4.50E-06
YDR346C,0.000123566,0.00013833,0.000153123,0.000131038,0.000104244,0.000104737,0.000114823,0.000114472,0.000119004,0.000118662
YDR347W,5.96E-05,5.80E-05,6.28E-05,6.95E-05,0.000101178,0.000102417,7.78E-05,7.37E-05,4.33E-05,4.91E-05
YDR353W,0.000598186,0.00067859,0.000743429,0.000708237,0.000852136,0.000854869,0.000857993,0.000820685,0.000775529,0.000797192
YDR354W,6.71E-05,5.18E-05,6.46E-05,6.30E-05,4.84E-05,5.10E-05,5.49E-05,4.79E-05,5.50E-05,5.78E-05
YDR361C,2.86E-05,3.77E-05,3.65E-05,3.10E-05,4.04E-05,3.86E-05,3.90E-05,3.82E-05,4.18E-05,3.97E-05
YDR368W,0.000231772,0.000199624,0.000184411,0.000182259,0.000163425,0.000156369,0.000135027,0.000142961,0.000109769,0.000103251
YDR372C,4.62E-05,2.99E-05,4.01E-05,3.95E-05,4.71E-05,4.89E-05,3.86E-05,4.49E-05,3.61E-05,3.23E-05
YDR381W,0.000278031,0.000246711,0.000261757,0.000256149,0.000344724,0.000342042,0.000311878,0.000313509,0.0003183,0.000329441
YDR382W,0.001945357,0.001973238,0.002028208,0.001961088,0.003139202,0.003446953,0.003509925,0.003463232,0.003757757,0.00355919
YDR390C,3.61E-05,3.70E-05,3.86E-05,3.59E-05,3.32E-05,3.14E-05,2.50E-05,2.62E-05,2.42E-05,2.54E-05
YDR394W,0.000306448,0.00030101,0.000292958,0.000291018,0.000261033,0.000251935,0.000219013,0.000214213,0.000209608,0.000206425
YDR395W,4.13E-05,3.64E-05,4.98E-05,4.69E-05,5.56E-05,5.86E-05,5.74E-05,4.86E-05,6.32E-05,5.57E-05
YDR399W,0.000330133,0.000337537,0.000347014,0.000337921,0.000289921,0.000286287,0.000339201,0.000364275,0.00038674,0.000400379
YDR404C,3.15E-05,3.27E-05,3.10E-05,3.08E-05,3.25E-05,3.50E-05,3.04E-05,3.49E-05,3.03E-05,3.41E-05
YDR427W,0.000310328,0.000307903,0.000306807,0.000312603,0.000266487,0.000267507,0.000201772,0.000215404,0.000198822,0.000194266
YDR429C,0.000241853,0.000265433,0.000260407,0.000259098,0.000296208,0.000293623,0.000322637,0.000315838,0.000321247,0.00031446
YDR430C,0.000102666,0.000102015,0.00010146,0.000105175,0.000132584,0.00013312,0.000109034,0.000118201,7.53E-05,7.92E-05
YDR432W,0.000260754,0.00025398,0.000252962,0.000257466,0.000342969,0.000320394,0.000319137,0.000319388,0.000321597,0.000317649
YDR436W,3.77E-06,1.97E-06,4.00E-06,3.96E-06,2.35E-06,2.18E-06,0,0,0,0
YDR449C,2.47E-05,2.30E-05,2.75E-05,2.59E-05,2.92E-05,3.36E-05,4.12E-05,3.53E-05,3.78E-05,3.72E-05
YDR452W,6.64E-05,5.63E-05,5.64E-05,5.55E-05,3.97E-05,3.89E-05,3.47E-05,3.87E-05,3.59E-05,3.77E-05
YDR454C,0.000299579,0.000294212,0.000274981,0.000282174,0.000281708,0.000290273,0.000195573,0.000210548,0.000122139,0.000133525
YDR457W,7.55E-05,3.58E-05,7.63E-05,7.26E-05,9.00E-05,9.46E-05,0.00012574,0.000265394,2.59E-05,7.04E-05
YDR477W,6.56E-05,6.41E-05,6.81E-05,6.40E-05,6.84E-05,7.12E-05,6.63E-05,6.28E-05,5.53E-05,5.54E-05
YDR481C,7.62E-05,8.42E-05,8.26E-05,7.46E-05,3.88E-05,1.24E-05,4.10E-05,2.93E-05,4.28E-05,4.64E-05
YDR483W,6.30E-05,5.16E-05,5.66E-05,5.08E-05,8.01E-05,8.00E-05,7.51E-05,7.53E-05,7.49E-05,8.26E-05
YDR487C,6.83E-05,6.96E-05,7.58E-05,6.79E-05,4.00E-05,4.83E-05,6.65E-05,5.74E-05,4.57E-05,3.45E-05
YDR494W,2.40E-05,2.10E-05,2.08E-05,3.05E-05,4.51E-05,4.78E-05,3.60E-05,3.25E-05,1.66E-05,1.91E-05
YDR496C,8.92E-05,0.000100743,9.75E-05,9.86E-05,0.000101166,9.87E-05,9.49E-05,0.000103139,0.000102475,0.000109826
YDR502C,0.002065323,0.002116845,0.001979871,0.002166956,0.003169157,0.003274604,0.002941267,0.003004843,0.003283463,0.00322342
YDR507C,2.04E-05,1.48E-05,2.67E-05,2.36E-05,7.18E-05,8.05E-05,3.77E-05,2.94E-05,3.54E-05,3.17E-05
YDR510W,0.00017238,0.000179369,0.000188865,0.000180498,0.000137264,0.000131885,8.47E-05,8.99E-05,6.17E-05,6.25E-05
YDR529C,0.00042485,0.000409053,0.000423301,0.000419514,0.000647533,0.000615809,0.000351789,0.000357843,0.000159245,0.000160941
YEL002C,9.10E-05,7.74E-05,7.71E-05,8.10E-05,0.00010233,0.000112289,0.000102794,0.000109493,0.000115341,0.000105632
YEL013W,0.000170838,0.000169016,0.000155247,0.000170421,0.000137598,0.000130759,0.000126916,0.00013086,0.000122047,0.000116892
YEL015W,4.40E-05,4.46E-05,4.32E-05,4.55E-05,5.01E-05,4.96E-05,4.69E-05,4.86E-05,4.29E-05,4.16E-05
YEL020W-A,5.97E-05,6.85E-05,7.22E-05,8.06E-05,0.000182232,0.000197048,0.000178735,0.000175414,0.000126824,0.000137972
YEL021W,8.99E-05,9.16E-05,9.13E-05,9.13E-05,0.000108199,0.000102335,0.000108666,0.000114585,0.000118501,0.000111014
YEL022W,2.87E-05,2.48E-05,2.61E-05,2.60E-05,3.39E-05,3.30E-05,3.59E-05,4.39E-05,3.65E-05,2.96E-05
YEL024W,0.000819583,0.000831378,0.00083196,0.000858286,0.001126598,0.001144212,0.000613821,0.000662417,0.000271991,0.000313289
YEL026W,0.000203299,0.000205958,0.000217126,0.000229151,0.00024568,0.000236748,0.000238165,0.000255005,0.000258968,0.000231921
YEL031W,0.000314375,0.000285033,0.000307557,0.000308087,0.000546802,0.000553504,0.000460707,0.000469218,0.000508402,0.000485763
YEL034W,0.006593082,0.00701203,0.007164177,0.007087506,0.004345467,0.004354752,0.004405179,0.004683539,0.004486364,0.00465771
YEL036C,2.06E-05,1.75E-05,2.30E-05,2.06E-05,2.51E-05,2.29E-05,2.08E-05,1.99E-05,1.89E-05,2.27E-05
YEL037C,0.000244979,0.000235815,0.000238117,0.000237156,0.000236705,0.000242975,0.000234027,0.000235472,0.000238338,0.000248971
YEL042W,5.90E-05,5.17E-05,4.92E-05,4.85E-05,8.51E-05,8.67E-05,0.0001005,0.000108998,0.000102419,0.000102794
YEL046C,8.10E-05,8.03E-05,8.31E-05,8.27E-05,0.000198363,0.000187563,0.000221755,0.000228933,0.000182341,0.000182172
YEL047C,0.000159468,0.000156444,0.000139314,0.000134107,8.98E-05,8.73E-05,7.46E-05,7.28E-05,8.90E-05,8.95E-05
YEL051W,4.32E-05,4.03E-05,4.57E-05,4.10E-05,7.02E-05,6.57E-05,6.88E-05,6.43E-05,7.97E-05,8.05E-05
YEL054C,0.002700395,0.002907613,0.002907672,0.002869933,0.004683015,0.004545944,0.005364213,0.005203295,0.005765531,0.005679345
YEL055C,1.68E-05,1.07E-05,1.87E-05,1.76E-05,3.06E-05,3.13E-05,3.04E-05,3.01E-05,3.20E-05,3.28E-05
YEL058W,0.00014764,0.000156593,0.000159757,0.00015231,0.000215279,0.000221511,0.00015742,0.000169582,0.000136658,0.000133209
YEL060C,0.000774967,0.000594156,0.000563647,0.000560895,0.000444442,0.000447689,0.000174782,0.000187813,8.99E-05,9.02E-05
YEL071W,0.000305971,0.000396123,0.000487397,0.000452633,0.001817959,0.00185603,0.002155822,0.002224313,0.003637843,0.003584823
YER003C,0.000353871,0.000353624,0.000348123,0.000337405,0.000493066,0.000507812,0.000349371,0.000354471,0.000339904,0.000347854
YER004W,0.000492184,0.000483333,0.000417573,0.000455627,0.000164803,0.000162346,0.00017987,0.000180564,0.000173045,0.000158087
YER006W,0.000121157,0.000135535,0.000132602,0.000141635,0.000131164,0.00013392,0.000151094,0.000149807,0.000160343,0.000157396
YER007C-A,5.41E-05,4.91E-05,5.01E-05,4.94E-05,6.80E-05,6.12E-05,6.60E-05,7.06E-05,6.48E-05,6.26E-05
YER009W,0.000289336,0.000289074,0.000293795,0.000301479,0.000230885,0.000246896,0.000201073,0.000197807,0.000122374,0.000161365
YER012W,0.000183348,0.000172764,0.000162,0.000178482,0.000159346,0.00015323,0.000128344,0.000134431,0.000116782,0.0001236
YER021W,0.000400245,0.000398609,0.000391468,0.000401737,0.000353087,0.000359618,0.000295593,0.000301501,0.000276255,0.000277917
YER023W,0.000222827,0.000226589,0.000214863,0.000219819,0.00026998,0.000271302,0.000297438,0.000279882,0.000291968,0.000300788
YER025W,0.000499179,0.00053923,0.000541957,0.000547084,0.000758166,0.000771057,0.000768946,0.000806421,0.00079491,0.000808316
YER026C,5.78E-05,5.18E-05,5.05E-05,4.55E-05,8.62E-05,0.000106272,8.89E-05,0.000107733,8.46E-05,9.10E-05
YER031C,3.82E-05,3.55E-05,3.14E-05,3.49E-05,5.53E-05,5.76E-05,4.76E-05,4.98E-05,4.85E-05,4.82E-05
YER036C,0.000488246,0.000518885,0.000513119,0.00053373,0.000476199,0.000455615,0.000521911,0.000551579,0.000618814,0.000623371
YER042W,0.000452943,0.000469609,0.000445807,0.00046955,0.000196099,0.000190633,0.000109702,0.000112607,6.73E-05,7.51E-05
YER043C,0.003217638,0.003375166,0.003438062,0.003382112,0.006804706,0.006771865,0.006684932,0.006872598,0.007108678,0.007291959
YER044C,6.13E-05,6.11E-05,7.25E-05,7.27E-05,2.16E-05,2.00E-05,3.61E-05,3.36E-05,4.11E-05,4.89E-05
YER048C,9.66E-05,9.57E-05,9.62E-05,0.00010371,8.72E-05,9.50E-05,7.37E-05,8.30E-05,7.29E-05,7.06E-05
YER049W,0.000112941,0.000110196,0.000109822,0.000113483,0.000140537,0.000144609,0.000133867,0.000136472,0.000195285,0.000198862
YER052C,0.000772616,0.000843195,0.000980512,0.000988461,0.000823031,0.000774986,0.000898523,0.000981131,0.000927096,0.000923024
YER055C,0.000689254,0.000669161,0.000650067,0.000668869,0.00075653,0.000727602,0.00107302,0.001066166,0.001294552,0.0012788
YER057C,0.00031821,0.000344711,0.000344493,0.000343738,0.000153908,0.000156828,0.000162635,0.000166718,0.000102661,0.000106039
YER062C,2.24E-05,2.22E-05,2.23E-05,2.61E-05,3.32E-05,2.98E-05,1.90E-05,0,0,4.01E-06
YER063W,0.000115788,0.00011583,0.000123732,0.000111899,9.97E-05,9.96E-05,0.000103315,0.000101985,0.000101927,0.000107089
YER069W,0.001840328,0.001856597,0.00199446,0.002002611,0.001367358,0.001320412,0.001470516,0.001511339,0.001489197,0.001446304
YER070W,9.74E-05,7.67E-05,8.23E-05,7.80E-05,0.000182747,0.000177559,0.000201911,0.000202625,0.000182367,0.000170488
YER073W,0.000510994,0.000559656,0.000530894,0.000546147,0.00032566,0.000311049,0.000422169,0.000414581,0.000480665,0.000458472
YER080W,0.000325715,0.00033548,0.000315911,0.00034996,0.000272447,0.000277618,0.000188742,0.000211107,0.000149964,0.000159019
YER081W,0.000278234,0.000294854,0.000359661,0.000355379,0.000415315,0.000417261,0.000297853,0.000302239,0.000501779,0.000493045
YER083C,3.98E-05,4.56E-05,3.87E-05,4.34E-05,4.00E-05,4.67E-05,4.55E-05,4.25E-05,4.60E-05,4.07E-05
YER086W,0.000757263,0.000731619,0.000796802,0.000782984,0.000758703,0.000754169,0.000742322,0.000769857,0.000781689,0.000782315
YER089C,4.95E-05,4.12E-05,5.13E-05,5.28E-05,6.26E-05,6.12E-05,6.43E-05,5.58E-05,5.89E-05,5.93E-05
YER090W,0.000309218,0.000305914,0.000316941,0.000312982,0.000359074,0.000348422,0.000375662,0.000380412,0.000394043,0.000389566
YER091C,0.010939299,0.011488511,0.0118266,0.011612242,0.025433147,0.025000894,0.028949336,0.029019801,0.033753871,0.034198937
YER094C,0.000160675,0.000150738,0.000149732,0.000144129,0.000154628,0.000142673,0.000122941,0.000122878,0.000125694,0.000116992
YER099C,3.40E-05,3.81E-05,3.67E-05,3.75E-05,2.90E-05,2.98E-05,2.64E-05,2.89E-05,2.68E-05,2.40E-05
YER102W,0.002234432,0.002411219,0.002260986,0.002422465,0.003797155,0.003827109,0.004459079,0.004337201,0.004707126,0.004398058
YER103W,0.001224096,0.000937242,0.000887271,0.000883686,0.000557554,0.000444824,0.000271933,0.000235429,0.000187698,0.000241055
YER105C,4.72E-05,4.86E-05,4.63E-05,5.21E-05,5.48E-05,5.35E-05,4.61E-05,4.30E-05,5.32E-05,4.56E-05
YER107C,2.79E-05,2.99E-05,2.81E-05,3.06E-05,2.82E-05,2.64E-05,2.11E-05,2.26E-05,2.24E-05,2.16E-05
YER110C,0.000615097,0.000623357,0.000620362,0.000634366,0.001019546,0.001074058,0.00103229,0.00101933,0.001150948,0.001096182
YER117W,0.001544953,0.001539377,0.001647427,0.001560315,0.002723999,0.00249934,0.003217234,0.003190265,0.003286266,0.00343568
YER120W,0.000374454,0.000390679,0.000348274,0.000355245,0.000358295,0.000374121,0.000358779,0.000351407,0.000364606,0.000358069
YER125W,0.000217974,0.000211098,0.000194529,0.000220593,0.0001969,0.000210263,0.000174421,0.000179502,0.000156596,0.000157537
YER133W,0.000334539,0.000345383,0.000327459,0.000327378,0.000276123,0.000272991,0.000221843,0.000240091,0.000211053,0.000221494
YER136W,0.000263223,0.000260851,0.000274131,0.00025973,0.000225389,0.000233031,0.000163989,0.000164012,0.000150749,0.000161504
YER141W,8.60E-05,0.000101302,9.42E-05,0.000100874,9.33E-05,9.44E-05,8.20E-05,8.07E-05,5.54E-05,5.55E-05
YER143W,0.000156448,0.000138287,0.000139814,0.000144487,9.58E-05,9.25E-05,6.66E-05,7.46E-05,6.14E-05,5.99E-05
YER151C,5.62E-05,5.26E-05,5.80E-05,6.22E-05,7.06E-05,7.65E-05,8.17E-05,7.94E-05,7.82E-05,7.49E-05
YER155C,2.43E-05,1.81E-05,2.64E-05,2.38E-05,2.94E-05,2.90E-05,2.64E-05,2.58E-05,1.44E-05,2.02E-05
YER156C,0.000132822,0.000152336,0.000147151,0.000140594,0.000194762,0.000197675,0.000182504,0.000186489,0.000192614,0.000198101
YER165W,0.001530256,0.001509021,0.001561588,0.001563287,0.002306555,0.002310482,0.002364919,0.002441458,0.00239794,0.002462027
YER166W,2.44E-05,1.87E-05,2.24E-05,2.41E-05,3.02E-05,3.07E-05,2.04E-05,2.72E-05,1.98E-05,2.51E-05
YER174C,9.56E-06,7.08E-06,4.61E-06,9.67E-06,1.21E-05,1.31E-05,9.18E-06,8.44E-06,8.03E-06,7.90E-06
YER177W,0.00099372,0.000979557,0.00106045,0.00104018,0.001102974,0.001132429,0.001010593,0.001056591,0.000942941,0.000994532
YER178W,0.000842271,0.00075989,0.000798251,0.000779838,0.000855787,0.000820302,0.000653381,0.000660516,0.000542759,0.000567734
YFL004W,4.27E-05,3.99E-05,4.15E-05,4.27E-05,6.23E-05,6.27E-05,6.64E-05,6.97E-05,7.01E-05,7.04E-05
YFL005W,0.000225744,0.000218811,0.000221105,0.000220556,0.000258272,0.000242636,0.000213769,0.000207339,0.000192382,0.000183281
YFL016C,0.000219422,0.000223461,0.000240953,0.000263793,0.000241321,0.000239967,0.000182393,0.000172344,0.000127658,0.000122656
YFL018C,0.001491089,0.001307355,0.001356681,0.001395846,0.00157624,0.00154389,0.001016118,0.001007977,0.000673623,0.000635054
YFL022C,0.000521123,0.00056146,0.000577092,0.000594736,0.000767831,0.000767579,0.000790428,0.000772578,0.00084066,0.000834699
YFL034C-A,0.000207033,0.000220246,0.000200401,0.000232018,0.000204452,0.000215987,0.000216141,0.000175151,0.000247341,0.000211525
YFL037W,0.00052936,0.000508523,0.00052378,0.000505538,0.000565264,0.000559697,0.000468304,0.000461461,0.000430874,0.000433023
YFL038C,0.000336102,0.000307778,0.000346597,0.000315194,0.000409453,0.000398771,0.000333552,0.000313,0.00029483,0.000304161
YFL039C,0.007357997,0.007258461,0.007614577,0.007412782,0.007710485,0.008078336,0.006218357,0.006193616,0.005423064,0.005658965
YFL041W,4.85E-05,3.73E-05,4.78E-05,4.44E-05,4.75E-05,5.07E-05,4.28E-05,3.74E-05,3.03E-05,3.25E-05
YFL045C,0.000357363,0.000363128,0.000374358,0.000352092,0.000829749,0.00082079,0.000666027,0.000647324,0.000633901,0.000624335
YFL048C,8.98E-05,8.79E-05,8.77E-05,8.35E-05,8.66E-05,8.81E-05,7.07E-05,6.72E-05,6.69E-05,6.50E-05
