,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor,translation_inhibitor
YLR208W,0.000498356,0.000471893,0.000425037,0.00042274,0.000379924,0.000405152,0.000406593,0.000393894
YLR209C,0.000248223,0.0002439,0.000206569,0.000233582,0.000170043,0.000177574,0.000147049,0.000151149
YLR220W,5.47E-05,4.40E-05,5.13E-05,4.82E-05,3.99E-05,3.81E-05,3.57E-05,3.16E-05
YLR222C,0.000171935,0.00018881,0.000159096,0.000151902,0.000117983,0.00012763,0.000103992,0.000105942
YLR244C,0.000550542,0.000564037,0.000543955,0.000585204,0.00047319,0.000508835,0.000436481,0.000386969
YLR249W,0.010320334,0.011662322,0.012629192,0.011805837,0.013393862,0.013715275,0.01237487,0.012459657
YLR250W,6.21E-05,6.20E-05,5.05E-05,5.35E-05,3.85E-05,4.19E-05,3.92E-05,3.76E-05
YLR259C,0.002210395,0.001906477,0.002174917,0.002307369,0.002817474,0.002645387,0.002703266,0.002717066
YLR268W,7.35E-05,7.30E-05,5.10E-05,5.79E-05,4.07E-05,4.79E-05,3.69E-05,3.53E-05
YLR270W,0.000174226,0.000176891,0.000146445,0.000135357,0.000111433,0.000113908,8.57E-05,1.00E-04
YLR274W,9.50E-05,0.000107269,7.49E-05,6.77E-05,4.07E-05,4.31E-05,2.34E-05,3.17E-05
YLR276C,0.000128492,0.000138026,0.000118794,0.000112106,9.54E-05,9.64E-05,6.56E-05,7.86E-05
YLR287C,6.27E-05,6.00E-05,5.09E-05,5.21E-05,4.37E-05,4.53E-05,3.19E-05,3.72E-05
YLR291C,0.000128993,0.000150007,0.0001213,0.000120575,9.10E-05,9.06E-05,6.85E-05,7.16E-05
YLR293C,0.001461565,0.001424537,0.001532844,0.001493746,0.001375441,0.001508225,0.001212534,0.001292399
YLR295C,0.000114499,0.000123966,0.000119928,0.000120158,0.000130027,0.000134697,0.000127349,0.000147478
YLR300W,5.82E-05,7.00E-05,9.95E-05,0.000101529,0.000153582,0.000159317,0.000185293,0.00015916
YLR301W,0.000269065,0.00028073,0.000384803,0.000351736,0.000381597,0.000378505,0.000388427,0.000385932
YLR303W,0.005539256,0.005249918,0.005218884,0.005576954,0.006214049,0.006365752,0.007335505,0.007296501
YLR304C,0.001532501,0.001621344,0.001468343,0.001408707,0.001593423,0.00158068,0.001781199,0.001900911
YLR312W-A,4.04E-05,3.76E-05,3.23E-05,3.06E-05,2.97E-05,2.95E-05,3.14E-05,2.79E-05
YLR314C,0.000268721,0.000258149,0.000247241,0.000234233,0.000212793,0.000189829,0.000175205,0.000166921
YLR325C,0.001534577,0.00153378,0.00157751,0.001482396,0.001501984,0.001585411,0.001268202,0.001228917
YLR328W,3.30E-05,3.50E-05,3.24E-05,2.55E-05,2.41E-05,2.75E-05,1.99E-05,2.32E-05
YLR333C,0.0017734,0.001861699,0.001729944,0.001864053,0.001799206,0.00177336,0.001650839,0.001533053
YLR335W,0.000114775,0.000115476,0.000107568,0.000117204,9.89E-05,8.66E-05,8.52E-05,8.41E-05
YLR340W,0.008323095,0.00811851,0.008213786,0.008156922,0.007901811,0.007465327,0.004147284,0.006616271
YLR342W,0.000600608,0.000686099,0.000667027,0.000630276,0.000600353,0.000666195,0.000546318,0.000602878
YLR344W,9.29E-05,0.000143997,9.21E-05,0.000181297,0.000155902,0.000141075,9.95E-05,0.000169502
YLR347C,0.000281383,0.000241439,0.000233124,0.00022395,0.000202439,0.000207163,0.000121659,0.000133776
YLR351C,0.000144123,0.000154029,0.000129418,0.000145795,0.000108491,0.000123286,0.000116508,0.000109934
YLR354C,0.003635355,0.003036227,0.002854565,0.002962145,0.002987862,0.003113829,0.003126035,0.003204886
YLR355C,0.004309559,0.004620128,0.005062064,0.005549465,0.006799045,0.006851889,0.006951535,0.008006965
YLR359W,0.001885946,0.001960409,0.002349225,0.002354837,0.002631221,0.002517557,0.002664961,0.00224606
YLR367W,0.00445787,0.004843497,0.003880406,0.003850969,0.004013385,0.003938446,0.003720463,0.003705041
YLR369W,3.41E-05,3.39E-05,3.51E-05,2.79E-05,2.64E-05,2.15E-05,2.00E-05,2.09E-05
YLR370C,3.87E-05,4.54E-05,3.73E-05,3.11E-05,2.41E-05,2.36E-05,1.83E-05,1.74E-05
YLR388W,0.00097528,0.000969005,0.000934672,0.000933711,0.000749004,0.000778573,0.000785198,0.000666588
YLR389C,0.000128606,0.000119582,0.000104729,9.95E-05,7.63E-05,9.08E-05,4.05E-05,7.00E-05
YLR390W-A,0.000371526,0.000403308,0.000315698,0.000345359,0.000297677,0.000311448,0.000400717,0.000302519
YLR397C,0.000143161,0.00015282,0.000131449,0.000125682,8.55E-05,0.000119297,5.94E-05,6.01E-05
YLR398C,6.69E-05,5.29E-05,5.41E-05,4.80E-05,4.00E-05,3.70E-05,2.39E-05,3.44E-05
YLR401C,0.000135415,0.000136081,0.00012713,0.000122674,9.96E-05,0.000113171,9.56E-05,0.000101795
YLR406C,8.83E-05,0.000152899,0.000113357,0.000130611,0.000117413,8.29E-05,0.000135721,0.00012357
YLR409C,0.000101311,0.000115252,9.70E-05,9.05E-05,7.55E-05,8.11E-05,6.04E-05,6.68E-05
YLR410W,0.000183066,0.000181832,0.000152059,0.00014915,0.000125329,0.000117594,6.88E-05,9.16E-05
YLR418C,7.28E-05,7.28E-05,6.12E-05,6.16E-05,3.94E-05,4.23E-05,2.28E-05,3.58E-05
YLR419W,4.42E-05,3.34E-05,2.33E-05,2.95E-05,2.35E-05,2.17E-05,1.10E-05,3.49E-05
YLR420W,0.000130436,0.000145871,0.000127748,0.000130517,0.000109508,0.000103932,9.45E-05,8.89E-05
YLR421C,0.000127084,0.000133211,0.000117142,0.000117861,8.64E-05,8.83E-05,5.79E-05,6.71E-05
YLR429W,0.000440434,0.000409665,0.000359768,0.000369157,0.00029741,0.000291162,0.000239348,0.00027888
YLR432W,0.000749352,0.000692067,0.000831776,0.000804951,0.000860258,0.00082838,0.000835473,0.000747113
YLR441C,0.00157224,0.001210845,0.001497675,0.001551461,0.001375222,0.001203788,0.000984406,0.001130532
YLR447C,0.000275637,0.000288556,0.000302339,0.000281069,0.000289634,0.000288616,0.000238536,0.000280927
YLR448W,0.001745908,0.001442544,0.001457985,0.001591019,0.001662036,0.001686472,0.001598766,0.00145168
YLR449W,0.000100404,0.000109934,7.81E-05,8.08E-05,4.66E-05,3.11E-05,5.09E-05,4.83E-05
YLR450W,0,0,1.12E-06,0,0,1.31E-06,0,1.11E-06
YML001W,0.000153969,0.000149727,0.000155469,0.000149361,0.000132911,0.000141355,0.000125147,0.000140542
YML008C,0.00083665,0.000855104,0.000995742,0.000991136,0.001005167,0.000983045,0.000900757,0.00099027
YML010W,0.000261466,0.000257488,0.000254372,0.000247895,0.000214738,0.00021889,0.000165082,0.000187459
YML012W,0.00014735,0.000127353,0.000135627,0.000130609,0.000129722,0.000126164,0.000126681,0.000114782
YML022W,0.000117312,0.000122694,0.000146526,0.000123628,0.000111553,0.000126523,9.98E-05,0.000113036
YML024W,0.006333037,0.005737353,0.006040302,0.006282883,0.005724025,0.005935613,0.005400311,0.005335687
YML025C,5.33E-05,5.72E-05,5.89E-05,6.01E-05,5.64E-05,5.80E-05,5.26E-05,4.41E-05
YML026C,0.006368532,0.006569679,0.006111044,0.006043202,0.005606136,0.005298168,0.006096335,0.005098967
YML028W,0.00222154,0.00235289,0.002174946,0.002108437,0.002350987,0.002565111,0.003023903,0.002916948
YML035C,0.000144129,0.000134243,0.000120261,0.000118363,0.000102141,0.000107958,8.38E-05,9.79E-05
YML036W,0.000107435,9.82E-05,8.72E-05,8.79E-05,5.65E-05,4.86E-05,5.42E-05,5.38E-05
YML048W,0.000351831,0.000389472,0.000329066,0.000309889,0.000301438,0.000315289,0.000269238,0.000274491
YML049C,5.34E-05,6.21E-05,4.06E-05,4.59E-05,1.50E-05,2.28E-05,2.83E-06,1.83E-05
YML052W,0.000119436,0.000124803,0.000125293,0.000113006,0.000102449,0.000100654,9.68E-05,9.76E-05
YML056C,5.33E-05,5.10E-05,5.40E-05,4.73E-05,7.83E-05,7.10E-05,8.32E-05,8.60E-05
YML057W,7.84E-05,6.46E-05,6.33E-05,5.99E-05,4.81E-05,4.44E-05,3.70E-05,3.39E-05
YML063W,0.001396071,0.001366701,0.001339548,0.001492488,0.001453513,0.001450885,0.001060406,0.001200311
YML069W,0.000331493,0.000306398,0.000236906,0.000248663,0.000189338,0.000192881,0.000138292,0.000150968
YML070W,0.000357105,0.00032804,0.000304625,0.000307976,0.000329851,0.000308649,0.000270882,0.000290822
YML072C,0.000155608,0.000164764,0.000164694,0.000161156,0.000168559,0.000174429,0.000185584,0.000187503
YML073C,0.000977355,0.001031945,0.000909979,0.001015155,0.001061823,0.000971881,0.001017971,0.000754226
YML074C,0.000126536,0.000138215,0.000121368,0.000136576,0.000146962,0.000140896,0.000143249,0.000110789
YML075C,0.000246068,0.000232105,0.000213404,0.000206594,0.000161151,0.000161025,0.000146209,0.000154775
YML078W,0.00025701,0.000240251,0.000251513,0.000251105,0.000163816,0.000162877,0.000243553,0.000209726
YML085C,0.000206158,0.000212849,0.00019523,0.000211807,0.000202638,0.000217775,0.000197241,0.00021781
YML086C,0.000212739,0.000208807,0.000195777,0.000189002,0.000173767,0.00019246,0.000174917,0.000177886
YML092C,0.000580203,0.000576204,0.000486674,0.000469807,0.000350099,0.000346435,0.000269155,0.000318887
YML093W,3.84E-05,3.68E-05,3.98E-05,4.25E-05,3.81E-05,3.78E-05,3.14E-05,3.64E-05
YML103C,0.000115704,0.000125474,0.000104656,0.00010622,7.68E-05,6.87E-05,3.03E-05,5.63E-05
YML105C,7.43E-05,7.95E-05,7.19E-05,6.82E-05,5.74E-05,6.56E-05,6.38E-05,5.64E-05
YML106W,0.00020317,0.000186593,0.000232597,0.0002333,0.000219989,0.00022965,0.000190012,0.000238197
YML120C,0.000231304,0.00027278,0.000189376,0.00016976,0.000145789,0.000162751,0.000123721,0.000132054
YML124C,0.000126946,0.000116482,0.000116318,0.000115219,9.94E-05,0.000100287,8.82E-05,0.000102719
YML125C,0.000219098,0.000236884,0.000189598,0.00019969,0.00016467,0.000178867,0.000156534,0.000157124
YML126C,0.001675811,0.001693366,0.001577144,0.001545794,0.001400044,0.001311538,0.001325628,0.001254795
YML127W,7.04E-05,5.69E-05,5.77E-05,5.32E-05,4.03E-05,4.01E-05,1.76E-05,2.98E-05
YML130C,0.000150284,0.000149734,0.000123146,0.000127979,0.000104024,0.000119062,9.28E-05,8.52E-05
YMR009W,2.43E-05,2.18E-05,2.34E-05,1.75E-05,1.49E-05,1.07E-05,1.42E-05,1.51E-05
YMR011W,2.00E-05,2.22E-05,3.60E-05,3.46E-05,3.50E-05,3.92E-05,3.92E-05,3.77E-05
YMR012W,0.001135772,0.001131871,0.001088329,0.001026057,0.000945448,0.001014894,0.000781815,0.000858292
YMR015C,7.07E-05,6.41E-05,9.11E-05,9.01E-05,8.84E-05,8.42E-05,8.33E-05,7.80E-05
YMR024W,3.56E-05,4.25E-05,3.52E-05,3.86E-05,3.32E-05,4.20E-05,3.85E-05,3.35E-05
YMR027W,0.000135432,0.00012017,0.000117726,0.000116317,0.000102966,0.000106974,8.46E-05,8.05E-05
YMR031C,0.00125627,0.001252797,0.001444758,0.001682714,0.001601367,0.001440797,0.001938916,0.001966345
YMR033W,7.57745E-05,7.55E-05,7.55E-05,6.49E-05,6.26E-05,5.93E-05,3.72E-05,6.60E-05
YMR038C,0.000152841,0.000179358,0.000183425,0.000168657,0.000146281,0.000171141,0.000144967,0.000162762
YMR039C,2.78E-05,3.61E-05,2.91E-05,2.46E-05,2.39E-05,2.88E-05,2.41E-05,2.63E-05
YMR049C,0.000289685,0.000296943,0.000277543,0.000259221,0.00023987,0.00024136,0.000198164,0.000215548
YMR054W,2.33E-05,2.23E-05,2.61E-05,1.82E-05,2.65E-05,2.63E-05,2.00E-05,1.70E-05
YMR056C,0.000159898,0.000169387,0.000150756,0.000141157,0.000142975,0.000125083,0.000148103,0.000144519
YMR062C,0.000642929,0.00061324,0.000606981,0.000597616,0.000368866,0.000353865,0.000596824,0.000584449
YMR067C,6.12E-05,6.98E-05,5.90E-05,5.79E-05,4.37E-05,4.40E-05,2.97E-05,3.19E-05
YMR072W,0.000212019,0.000181229,0.00015365,0.000198477,0.000175522,0.00013882,0.000130658,0.000141298
YMR079W,0.000699667,0.000754107,0.000672945,0.000691341,0.000597603,0.000575322,0.000486215,0.000510036
YMR080C,0.000132193,0.000137457,0.000113177,0.000114449,0.00010214,0.000103281,0.000100765,9.93E-05
YMR083W,0.001318726,0.001306402,0.001378307,0.001591482,0.001651037,0.001786193,0.001803314,0.001809741
YMR091C,6.75E-05,6.17E-05,6.46E-05,5.15E-05,4.59E-05,3.84E-05,3.64E-05,4.57E-05
YMR092C,0.00034668,0.00033006,0.00028967,0.000297174,0.00023876,0.00023658,0.000231158,0.000184909
YMR093W,0.000146481,0.000164298,0.000157753,0.000149068,0.00011552,0.000111202,9.82E-05,9.67E-05
YMR099C,0.000276107,0.000278719,0.000329153,0.000291333,0.000230307,0.000232027,0.000193976,0.000197074
YMR104C,1.83E-05,1.22E-05,1.29E-05,5.32E-06,1.09E-05,7.08E-06,2.30E-06,1.13E-05
YMR108W,0.001062589,0.001097226,0.001251904,0.001258415,0.001348743,0.00135862,0.001440216,0.001601725
YMR109W,0.000128792,0.000136667,0.000129202,0.000102918,9.13E-05,9.21E-05,6.51E-05,7.61E-05
YMR110C,8.21E-05,8.35E-05,6.88E-05,6.15E-05,4.16E-05,4.30E-05,3.32E-05,3.84E-05
YMR116C,0.00974202,0.010187627,0.009597447,0.009328158,0.00900138,0.009569273,0.009211083,0.00831555
YMR120C,0.003337618,0.003311388,0.004599315,0.004191158,0.004438601,0.004448288,0.004318011,0.004235857
YMR125W,0.000215041,0.00022885,0.000204551,0.000199643,0.000160972,0.000181326,0.000146581,0.000158748
YMR128W,4.51E-05,4.53E-05,2.81E-05,3.64E-05,2.86E-05,3.63E-05,2.40E-05,2.44E-05
YMR129W,0.000194209,0.000200822,0.000169159,0.000162605,0.000129342,0.000129903,0.000126737,0.00013066
YMR131C,0.000202843,0.000210119,0.000190859,0.000173603,0.000169539,0.000155293,0.000148452,0.00014525
YMR142C,0.000117262,0.000132646,0.000125454,0.000111115,9.06E-05,7.98E-05,0.000394667,9.92E-05
YMR143W,0.006078856,0.006008142,0.005814442,0.006518053,0.005941994,0.005596674,0.005676972,0.004834069
YMR145C,0.00041117,0.000451709,0.000419753,0.000413091,0.000389673,0.000444336,0.000343846,0.000370601
YMR146C,0.000558805,0.000582555,0.000559786,0.000539123,0.000520588,0.000512318,0.000461073,0.000462416
YMR153W,3.33E-05,2.71E-05,2.45E-05,2.64E-05,2.26E-05,1.50E-05,1.57E-05,1.83E-05
YMR178W,8.84E-05,9.00E-05,7.22E-05,7.61E-05,5.83E-05,4.96E-05,5.21E-05,4.77E-05
YMR183C,0.000139541,0.000145768,0.000136977,0.000131119,0.00011068,0.00012354,9.94E-05,0.000110548
YMR189W,0.000377518,0.000354792,0.000448961,0.000433635,0.000505407,0.000495327,0.00051316,0.000565588
YMR194W,0.0003021,0.000274135,0.0002367,0.000211359,0.000193953,0.000126063,0.000173871,0.000137908
YMR197C,6.82E-05,6.69E-05,5.49E-05,5.28E-05,3.18E-05,3.85E-05,3.54E-05,2.78E-05
YMR202W,0.000207123,0.000239688,0.000232957,0.000267332,0.000211441,0.000208294,0.000161067,0.00020244
YMR203W,0.000263055,0.000321909,0.000302237,0.000298849,0.000259301,0.000319307,0.000301274,0.000284731
YMR205C,0.001988561,0.001815015,0.002083044,0.002239062,0.002344237,0.002274359,0.002403768,0.002250335
YMR208W,0.000198385,0.000187429,0.000182639,0.000176497,0.000149358,0.000157494,0.000134915,0.000127825
YMR214W,5.15E-05,5.54E-05,4.79E-05,4.37E-05,3.02E-05,3.56E-05,2.74E-05,3.48E-05
YMR215W,0.000141623,0.000137595,0.000116054,0.000113474,0.000105907,0.000100986,0.000133939,0.00013008
YMR217W,0.001103521,0.001209075,0.00126593,0.001184926,0.001391068,0.001486719,0.001503081,0.001551108
YMR220W,0.00017045,0.000154587,0.000124012,0.000129925,7.64E-05,8.55E-05,5.07E-05,4.23E-05
YMR221C,2.04E-05,1.85E-05,1.98E-05,2.03E-05,1.83E-05,1.71E-05,1.67E-05,1.68E-05
YMR226C,0.001043131,0.001113605,0.000949022,0.001012259,0.000829801,0.000771843,0.000656505,0.000616868
YMR229C,0.00067491,0.000702149,0.000717556,0.000659324,0.00070539,0.000716293,0.0006922,0.00074405
YMR235C,0.000389811,0.000378229,0.000401766,0.000393533,0.00028909,0.000312567,0.00021008,0.00025047
YMR237W,7.42E-05,7.21E-05,6.20E-05,6.85081E-05,5.70E-05,5.57E-05,3.76E-05,3.90E-05
YMR241W,0.000395057,0.00040902,0.000463394,0.000408533,0.000505678,0.000410188,0.00066773,0.000640304
YMR246W,0.00060034,0.000580718,0.00050685,0.000478277,0.000327797,0.000346644,0.000252445,0.0002382
YMR247C,8.48E-05,8.95E-05,6.54E-05,6.40E-05,3.76E-05,4.43E-05,1.68E-05,3.45E-05
YMR260C,0.000458627,0.000367585,0.000439797,0.000486066,0.000385173,0.000301764,0.000240362,0.000284479
YMR261C,0.000100787,0.000106805,8.74E-05,8.00E-05,5.60E-05,7.21E-05,5.95E-05,6.62E-05
YMR266W,7.33E-05,9.01E-05,7.32E-05,9.30E-05,7.58E-05,7.31E-05,7.19E-05,7.88E-05
YMR272C,6.95E-05,6.22E-05,7.02E-05,7.12E-05,6.42E-05,7.14E-05,6.87E-05,6.42E-05
YMR276W,0.000231864,0.000228192,0.000198113,0.000213607,0.000188213,0.000157504,0.000217758,0.000180584
YMR285C,5.80E-05,5.97E-05,4.51E-05,4.56E-05,1.78E-05,2.53E-05,2.04E-05,2.37E-05
YMR290C,0.000380812,0.000355361,0.000371724,0.000365234,0.00037676,0.00036247,0.000356471,0.000360668
YMR296C,0.000124342,0.000142305,0.000117664,0.000114855,9.63E-05,0.000102212,0.00010663,0.000107061
YMR297W,8.02E-05,6.79E-05,5.98E-05,5.68E-05,5.49E-05,4.16E-05,5.73E-05,5.97E-05
YMR300C,0.001196481,0.001326493,0.001459321,0.0014378,0.001330792,0.001387991,0.001224338,0.001323473
YMR302C,7.99E-05,8.71E-05,6.42E-05,6.77E-05,5.96E-05,6.01E-05,4.57E-05,5.16E-05
YMR304W,9.34E-05,8.23E-05,7.14E-05,6.84E-05,4.94E-05,4.82E-05,3.62E-05,3.91E-05
YMR305C,6.67E-05,6.88E-05,5.95E-05,5.34E-05,3.68E-05,3.62E-05,3.17E-05,2.96E-05
YMR307W,0.000612918,0.000571769,0.000519161,0.000526296,0.000493802,0.000484382,0.000426893,0.000462563
YMR308C,0.000297312,0.000310011,0.000262556,0.00022982,0.000161617,0.000169442,0.000109389,0.000124956
YMR309C,0.000824819,0.000864143,0.000812074,0.000805882,0.000671121,0.000716463,0.000546184,0.000590806
YMR314W,0.000695251,0.00072082,0.000601745,0.000594461,0.000476773,0.000466149,0.000417181,0.000392141
YMR315W,0.00020898,0.000243562,0.000215266,0.000195968,0.000215141,0.000234883,0.000217827,0.000191804
YMR318C,0.000322801,0.000389803,0.000365107,0.000371575,0.000404286,0.000371779,0.000417312,0.00042739
YNL001W,6.06E-05,6.97E-05,5.32E-05,5.22E-05,3.74E-05,3.86E-05,2.45E-05,3.65E-05
YNL002C,0.000107031,0.000112213,0.000115896,0.000120323,0.000105934,0.000119437,0.000107599,0.00010557
YNL004W,7.77E-05,8.09E-05,6.03E-05,5.17E-05,3.97E-05,3.93E-05,3.98E-05,3.51E-05
YNL005C,4.28E-05,4.40E-05,3.90E-05,3.72E-05,3.39E-05,4.00E-05,3.81E-05,3.48E-05
YNL007C,0.001175626,0.001031961,0.000871992,0.000888968,0.000688107,0.000692171,0.000601956,0.000558495
YNL009W,4.20E-05,2.31E-05,3.73E-05,3.97E-05,3.43E-05,4.10E-05,5.41E-05,4.22E-05
YNL010W,9.86E-05,8.01E-05,0.000116735,8.46E-05,7.79E-05,5.99E-05,7.96E-05,8.74E-05
YNL014W,7.70E-05,0.000108318,0.000124285,9.60E-05,0.000104658,9.89E-05,0.000119891,3.07E-05
YNL016W,0.000217099,0.00025319,0.000244483,0.000221212,0.000199363,0.000196001,0.000234241,0.000200663
YNL026W,5.29E-05,4.41E-05,4.30E-05,3.84E-05,1.94E-05,2.77E-05,2.29E-05,1.70E-05
YNL030W,0.000848538,0.000893685,0.000782953,0.000789517,0.000744655,0.000737965,0.000641855,0.000700064
YNL031C,0.000491584,0.000490309,0.000484127,0.000462945,0.000441591,0.000476936,0.000508193,0.000446447
YNL036W,0.00017619,0.000305007,0.000174573,0.00016074,7.95E-05,8.02E-05,6.51E-05,7.56E-05
YNL037C,0.001008817,0.001033147,0.000881418,0.000899235,0.00088181,0.000912765,0.000939286,0.000999082
YNL044W,0.000128862,0.000105032,0.000123442,0.000148623,0.000154412,0.000190682,0.000115782,0.000137771
YNL045W,0.000161077,0.000155006,0.000116541,0.000113058,8.91E-05,8.23E-05,7.84E-05,7.25E-05
YNL049C,0.000305665,0.000276781,0.000288703,0.000317595,0.000284794,0.00017316,0.000459747,0.000281133
YNL052W,0.000235405,0.000199166,0.000151527,0.000167092,0.00012062,0.000139019,0.000121446,0.000115696
YNL055C,0.003413764,0.003109791,0.001967851,0.001932807,0.001787836,0.001820096,0.002189151,0.002131394
YNL059C,8.16E-05,8.80E-05,6.21E-05,6.77E-05,4.51E-05,4.54E-05,3.25E-05,3.96E-05
YNL061W,0.000394985,0.00038939,0.000364836,0.000357705,0.000346855,0.000333423,0.00031872,0.000351516
YNL062C,4.98E-05,8.12E-05,5.96E-05,5.59E-05,4.64E-05,4.86E-05,2.84E-05,3.56E-05
YNL064C,0.001834104,0.001672929,0.001541681,0.001634363,0.001362688,0.001411016,0.000957734,0.001087472
YNL067W,0.000231535,0.000266721,0.000246392,0.000248687,0.000286123,0.000327687,0.000303891,0.000270103
YNL069C,0.003150553,0.003026363,0.002843821,0.003009174,0.002855102,0.002810717,0.002737123,0.002532466
YNL071W,0.000449814,0.000442329,0.000422807,0.000452468,0.000456504,0.000431672,0.000385168,0.000422462
YNL079C,0.000590203,0.00053982,0.000583108,0.000618671,0.000642569,0.000592875,0.000623384,0.000591743
YNL084C,7.06E-05,6.44E-05,7.00E-05,6.46E-05,5.13E-05,5.74E-05,4.84E-05,5.31E-05
YNL085W,0.000221312,0.000242702,0.000216445,0.000217316,0.000205534,0.00021471,0.000171824,0.000197362
YNL087W,6.64E-05,7.36E-05,9.00E-05,9.34E-05,9.89E-05,0.000100306,0.000113314,9.39E-05
YNL088W,8.44E-05,9.05E-05,8.50E-05,9.84E-05,6.66E-05,6.74E-05,3.95E-05,4.51E-05
YNL096C,0.001555092,0.001311085,0.001422986,0.001305129,0.001236487,0.001296131,0.001227105,0.001144048
YNL098C,0.0001451,0.000127628,0.000143953,0.000153293,0.000130504,0.000121502,0.000135275,0.000128676
YNL102W,4.23E-05,5.78E-05,3.63E-05,4.27E-05,2.54E-05,2.10E-05,6.37E-06,1.58E-05
YNL104C,0.000812428,0.000789608,0.000751874,0.000722109,0.000549611,0.000583994,0.000608656,0.000624668
YNL111C,0.000167291,0.000185612,0.000189549,0.000210917,0.000160079,0.000219702,0.000239138,0.000164963
YNL113W,0.000156723,0.00014716,0.000145665,0.000146405,0.000161324,0.000157654,0.00014111,0.000145997
YNL118C,0.000111908,9.65E-05,7.05E-05,7.74E-05,6.27E-05,5.84E-05,4.55E-05,4.64E-05
YNL121C,0.0004173,0.000465252,0.000428019,0.000420261,0.00039312,0.000430137,0.000391322,0.000409795
YNL123W,0.000426411,0.000447858,0.000348764,0.000320737,0.000219791,0.000231394,0.000196441,0.000198681
YNL131W,9.98E-05,9.86E-05,0.000106951,0.000111522,0.0001192,0.000136165,0.000112049,0.00013174
YNL132W,0.00018205,0.000178529,0.000177708,0.000178439,0.000191479,0.000194893,0.00017321,0.000168385
YNL135C,0.000318887,0.000356332,0.000413446,0.000338439,0.000209867,0.000227851,0.000366054,0.000336957
YNL137C,3.40E-05,1.93E-05,2.84E-05,2.89E-05,2.68E-05,3.33E-05,2.74E-05,2.89E-05
YNL138W,0.00021637,0.000251435,0.000212128,0.000209878,0.000183124,0.000191766,0.000159635,0.000155432
YNL139C,5.03E-05,4.93E-05,4.08E-05,3.76E-05,3.22E-05,2.81E-05,2.24E-05,2.79E-05
YNL149C,7.46E-05,7.83E-05,8.18E-05,7.35E-05,7.00E-05,6.69E-05,7.23E-05,5.67E-05
YNL163C,0.00010792,9.63E-05,8.08E-05,9.09E-05,6.33E-05,6.28E-05,4.12E-05,5.71E-05
YNL173C,2.09E-05,1.60E-05,2.24E-05,1.90E-05,1.87E-05,1.55E-05,1.49E-05,1.79E-05
YNL175C,0.000155974,0.000157125,0.00015404,0.000142298,0.000145654,0.000132605,0.000131145,0.000137078
YNL178W,0.013043459,0.012552233,0.011837435,0.012184015,0.011504424,0.011753904,0.010356889,0.010495128
YNL180C,5.24E-05,5.56E-05,4.73E-05,4.39E-05,4.43E-05,4.49E-05,4.42E-05,3.95E-05
YNL181W,0.000636989,0.000177155,0.000351575,0.000665454,0.000512988,0.000769101,0.000464633,0.000413245
YNL182C,8.83E-05,0.000104281,8.24E-05,6.33E-05,6.91E-05,6.55E-05,5.81E-05,6.48E-05
YNL189W,0.000249028,0.000277133,0.000269367,0.000274017,0.000261398,0.000271084,0.000207647,0.000231991
YNL207W,4.08E-05,3.65E-05,4.43E-05,4.85E-05,4.23E-05,4.42E-05,2.71E-05,3.43E-05
YNL212W,4.50E-05,4.66E-05,5.49E-05,4.59E-05,3.65E-05,4.48E-05,3.33E-05,4.15E-05
YNL216W,9.76E-05,0.000108496,0.0001013,0.000100843,7.38E-05,8.55E-05,7.58E-05,8.46E-05
YNL219C,4.11E-05,4.50E-05,3.82E-05,3.67E-05,3.36E-05,3.36E-05,3.54E-05,3.65E-05
YNL220W,0.001480029,0.001586413,0.00180601,0.001745757,0.001872897,0.001779491,0.001557345,0.001857652
YNL231C,0.000154571,0.000134158,0.000164879,0.000157572,0.000133743,0.000126617,9.37E-05,0.000111053
